Product ID,Title,URL
online:en:IE:79837,FAITPA32 - Faithful Tri-Point Speed Auger Bit 32mm,https://www.kennyfuels.ie/product/tri-point-speed-auger-bit-32mm/
online:en:IE:79026,Junior Hacksaw Blades 150mm (6in) (Pack 10),https://www.kennyfuels.ie/product/junior-hacksaw-blades-150mm-6in-pack-10-2/
online:en:IE:72767,AdBlue 10L (Nationwide on Barrels & IBC) - 32,https://www.kennyfuels.ie/product/adblue-10l-barrels-ibc/?attribute_quantity=32
online:en:IE:69142,0900R Compact R Tank Superblack Potable,https://www.kennyfuels.ie/product/0900r-compact-r-tank-superblack-potable/
online:en:IE:80342,"BAHS160 S160 1/4in Drive Socket Set, 16 Piece",https://www.kennyfuels.ie/product/bahs160-s160-1-4in-drive-socket-set-16-piece/
online:en:IE:80077,DHT014675 DEWALT ERGO AVIATION SNIP - STRAIGHT,https://www.kennyfuels.ie/product/straight-cut-ergo-aviation-snips/
online:en:IE:79125,TAL69413 Tala 4ft Irish Ash Handled Pattern Shovel,https://www.kennyfuels.ie/product/irish-pattern-shovel-ash-handled-1-35m-4ft-6in/
online:en:IE:80021,DHT536915 DEWALT TOUGH TAPE 5M/16,https://www.kennyfuels.ie/product/toughseries-tape-measure-5m-16ft-width-32mm/
online:en:IE:84078,Flo Gas 47kg Propane Gas (Delivered) - 3x deposit if no empties,https://www.kennyfuels.ie/product/flo-gas-47kg-propane-gas-delivered/?attribute_quantity=3x+deposit+if+no+empties
online:en:IE:80066,DHT046032 DEWALT 12IN SQUARE,https://www.kennyfuels.ie/product/rafter-layout-square-12in/
online:en:IE:33486,50L AdBlue Portable Tank,https://www.kennyfuels.ie/product/50l-adblue-tank/
online:en:IE:33572,Feedwell Sport 15kg,https://www.kennyfuels.ie/product/feedwell-sport-15kg/
online:en:IE:74356,Plusvital Carron Oil 5L & 20L - 5L,https://www.kennyfuels.ie/product/plusvital-carron-oil/?attribute_size=5L
online:en:IE:70737,Castrol Edge Titanium 5w30 LL 20L,https://www.kennyfuels.ie/product/castrol-edge-titanium-5w30-ll-20l/
online:en:IE:80764,FAIMFKIT10 Multi-Function Tool Mixed Blade Set 10 Piece,https://www.kennyfuels.ie/product/faimfkit10-multi-function-tool-mixed-blade-set-10-piece/
online:en:IE:80754,FAIWDB100 Lip & Spur Wood Drill Bit 10mm,https://www.kennyfuels.ie/product/faiwdb100-lip-spur-wood-drill-bit-10mm/
online:en:IE:90283,DEWDCK266P2 DCK266P2 XR Brushless Twin Pack 18V 2 x 5.0Ah Li-ion,https://www.kennyfuels.ie/product/dewdck266p2-dck266p2-xr-brushless-twin-pack-18v-2-x-5-0ah-li-ion/
online:en:IE:72751,Adblue 20L Drum (Nationwide on Barrels & IBC) - 10,https://www.kennyfuels.ie/product/adblue-20l-drum-nationwide-on-barrels-ibc/?attribute_quantity=10
online:en:IE:78829,"Spring Calipers and Divider Set, 3 Piece",https://www.kennyfuels.ie/product/spring-calipers-and-divider-set-3-piece/
online:en:IE:80828,SCAFWDESVI10 Desert Viper S3 Safety Boots UK 10 EUR 45,https://www.kennyfuels.ie/product/scafwdesvi10-desert-viper-s3-safety-boots-uk-10-eur-45/
online:en:IE:44993,Gem Pin & Brush Grease,https://www.kennyfuels.ie/product/gem-pin-brush-grease/
online:en:IE:80457,"BAH47810 250mm (10in) ERGO Engineering File Set, 5 Piece",https://www.kennyfuels.ie/product/bah47810-250mm-10in-ergo-engineering-file-set-5-piece/
online:en:IE:80609,DEWDT2353QZ Bi-Metal Reciprocating Blade for Metal 203mm x 14 TPI (Pack 5),https://www.kennyfuels.ie/product/dewdt2353qz-bi-metal-reciprocating-blade-for-metal-203mm-x-14-tpi-pack-5/
online:en:IE:113241,Calm + 2.5L Equine Products Ireland,https://www.kennyfuels.ie/product/calm-2-5l-equine-products-ireland/
online:en:IE:80158,FatMax PRO-STACK Deep Box,https://www.kennyfuels.ie/product/fatmax-pro-stack-deep-box/
online:en:IE:78664,Aviation Tin Snips Straight Cut 250mm (10in),https://www.kennyfuels.ie/product/aviation-tin-snips-straight-cut-250mm-10in/
online:en:IE:79117,Bi-Material Wood Chisel 12mm,https://www.kennyfuels.ie/product/bi-material-wood-chisel-12mm/
online:en:IE:48086,Easy Gas Argon 10L - Without an Empty Cylinder,https://www.kennyfuels.ie/product/easy-gas-argon-10l/?attribute_cylinder-to-return=Without+an+Empty+Cylinder
online:en:IE:80839,"FAIHKSTRIPLE Metric, Imperial & TORX Folding Hexagonal Key Set, 25 Piece",https://www.kennyfuels.ie/product/faihkstriple-metric-imperial-torx-folding-hexagonal-key-set-25-piece/
online:en:IE:90234,MAKDJR186Z MAKITA RECIPROCATING SAW 18V BARE UNIT,https://www.kennyfuels.ie/product/makdjr186z-makita-reciprocating-saw-18v-bare-unit/
online:en:IE:89624,FAIAUJL16MM Faithful Jump Leads 3m x 16mm with Storage Bag,https://www.kennyfuels.ie/product/faithful-jump-leads-3m-x-16mm-with-storage-bag/
online:en:IE:78698,"Precision Screwdriver Set, 7 Piece",https://www.kennyfuels.ie/product/precision-screwdriver-set-7-piece/
online:en:IE:100273,TM200 Truckmaster - With Flowmeter,https://www.kennyfuels.ie/product/tm200-truckmaster/?attribute_flowmeter=With+Flowmeter
online:en:IE:89616,DEWDCK694P3 DEWALT DCK694P3 Brushless 3 Speed 6 Piece Kit,https://www.kennyfuels.ie/product/dewalt-dck694p3-brushless-3-speed-6-piece-kit/
online:en:IE:80019,End Cutting Nipper 200mm,https://www.kennyfuels.ie/product/end-cutting-nipper-200mm/
online:en:IE:80827,SCAFWDESVI9 Desert Viper S3 Safety Boots UK 9 EUR 43,https://www.kennyfuels.ie/product/scafwdesvi9-desert-viper-s3-safety-boots-uk-9-eur-43/
online:en:IE:79589,FAIRB227 - Faithfull Router Bit TCT Two Flute 15.0 x 25mm,https://www.kennyfuels.ie/product/router-bit-tct-two-flute-15-0-x-25mm-1-4in-shank/
online:en:IE:74179,GORILLA Sharp-Edge Round Micro Shovel,https://www.kennyfuels.ie/product/gorilla-sharp-edge-round-micro-shovel/
online:en:IE:72769,AdBlue 10L (Nationwide on Barrels & IBC) - 20,https://www.kennyfuels.ie/product/adblue-10l-barrels-ibc/?attribute_quantity=20
online:en:IE:79207,Gorilla Bar 610mm (24in),https://www.kennyfuels.ie/product/gorilla-bar-610mm-24in/
online:en:IE:81082,FAIZ1804030 TCT Circular Saw Blade 180 x 30mm x 40T POS,https://www.kennyfuels.ie/product/faiz1804030-tct-circular-saw-blade-180-x-30mm-x-40t-pos/
online:en:IE:80485,DEWDT10303QZ ELITE Series 2nd Fix Circular Saw Blade 184 x 16mm x 40T,https://www.kennyfuels.ie/product/dewdt10303qz-elite-series-2nd-fix-circular-saw-blade-184-x-16mm-x-40t/
online:en:IE:78696,Magnetic Nut Driver 8mm,https://www.kennyfuels.ie/product/magnetic-nut-driver-8mm/
online:en:IE:74355,Plusvital Carron Oil 5L & 20L - 20L With Dispensing pump,https://www.kennyfuels.ie/product/plusvital-carron-oil/?attribute_size=20L+With+Dispensing+pump
online:en:IE:90205,EINGELC3635N GP-LC 36/35 Li-Solo Power X-Change Chainsaw 36V (2x18V) Bare Unit,https://www.kennyfuels.ie/product/einhell-gp-lc-36-35-power-x-change-chainsaw-bare-unit/
online:en:IE:81143,TAL69380 Plastering Trowel 11 x 4.3/4in,https://www.kennyfuels.ie/product/tal69380-plastering-trowel-11-x-4-3-4in/
online:en:IE:48108,Easy Gas Brew 5050 10L - Without an Empty Cylinder,https://www.kennyfuels.ie/product/easy-gas-brew-5050-10l/?attribute_cylinder-to-return=Without+an+Empty+Cylinder
online:en:IE:65339,Flo Gas 47kg Propane Gas (Delivered),https://www.kennyfuels.ie/product/flo-gas-47kg-propane-gas-delivered/
online:en:IE:78746,Pro End Cutting Pliers 150mm (6in),https://www.kennyfuels.ie/product/pro-end-cutting-pliers-150mm-6in/
online:en:IE:80353,"BAHSL25L SL25L 1/4in Deep Drive Socket Set, 37 Piece",https://www.kennyfuels.ie/product/bahsl25l-sl25l-1-4in-deep-drive-socket-set-37-piece/
online:en:IE:80368,BAH8074 8074 Black Adjustable Wrench 380mm (15in),https://www.kennyfuels.ie/product/bah8074-8074-black-adjustable-wrench-380mm-15in/
online:en:IE:47912,Cemcor Cement 25KG Bags - 10,https://www.kennyfuels.ie/product/obrien-cement-25kg/?attribute_quantity=10
online:en:IE:80083,DHT051002 DEWALT CURVE-CLAW HAMMER ONE PIECE - 16OZ 454G,https://www.kennyfuels.ie/product/curve-claw-smooth-face-hammer-454g-16oz/
online:en:IE:50216,O'Brien All Purpose Cement 25kg - 40,https://www.kennyfuels.ie/product/obrien-all-purpose-cement-25kg/?attribute_quantity=40
online:en:IE:100246,Tonne Bag Rustic Red Wood Chippings,https://www.kennyfuels.ie/product/tonne-bag-rustic-red-bark-mulch/
online:en:IE:80473,EINGCDP7835 Einhell GC-DP 7835 Dirty Water Pump,https://www.kennyfuels.ie/product/einhell-gc-dp-7835-dirty-water-pump/
online:en:IE:81124,BAH24422N 244-22-U7/8-HP Hardpoint Handsaw 550mm (22in) 7 TPI,https://www.kennyfuels.ie/product/bah24422n-244-22-u7-8-hp-hardpoint-handsaw-550mm-22in-7-tpi/
online:en:IE:73676,Electro + 2kg Equine Products Ireland,https://www.kennyfuels.ie/product/electro-2kg/
online:en:IE:74042,Sharp Edge Round Shovel,https://www.kennyfuels.ie/product/sharp-edge-round-shovel/
online:en:IE:79046,Radiator Bleed Keys (Pack 2),https://www.kennyfuels.ie/product/radiator-bleed-keys-pack-2/
online:en:IE:48134,Easy Gas Argon 20L - With an Empty Cylinder,https://www.kennyfuels.ie/product/easy-gas-argon-20l/?attribute_cylinder-to-return=With+an+Empty+Cylinder
online:en:IE:79003,Heavy-Duty Cable Reel 110V 25m 2-Socket,https://www.kennyfuels.ie/product/heavy-duty-cable-reel-110v-25m-2-socket/
online:en:IE:79611,FAIRB29 - Faithfull Router Bit TCT Two Flute 10.0mm x 35mm,https://www.kennyfuels.ie/product/router-bit-tct-two-flute-10-0-x-35mm-1-2in-shank/
online:en:IE:78776,Professional Handi Clamp 150mm (6in),https://www.kennyfuels.ie/product/professional-handi-clamp-150mm-6in/
online:en:IE:79853,FAIPLUG10 FAITHFULL PLUG CUTTER NO.10,https://www.kennyfuels.ie/product/plug-cutter-no-10/
online:en:IE:79624,FAIRB111 - Faithfull Router Bit TCT 9.5mm OVOLO Round Over,https://www.kennyfuels.ie/product/router-bit-tct-9-5mm-rounding-over-1-4in-shank/
online:en:IE:80029,DHT536926 DEWALT TOUGH TAPE 8M/26,https://www.kennyfuels.ie/product/toughseries-tape-measure-8m-26ft-width-32mm/
online:en:IE:80170,FatMax PRO-STACK Soft Open Tote,https://www.kennyfuels.ie/product/fatmax-pro-stack-soft-open-tote/
online:en:IE:48140,Easy Gas Enermix 5 20L - With an Empty Cylinder,https://www.kennyfuels.ie/product/easy-gas-enermix-5-20l/?attribute_cylinder-to-return=With+an+Empty+Cylinder
online:en:IE:80360,"BAHS4RM3T S4RM Series Reversible Ratchet Spanner Set, 3 Piece",https://www.kennyfuels.ie/product/bahs4rm3t-s4rm-series-reversible-ratchet-spanner-set-3-piece/
online:en:IE:78810,Hacksaw 300mm (12in),https://www.kennyfuels.ie/product/hacksaw-300mm-12in/
online:en:IE:114879,Foran PRE-FUEL Triple Pack | Energy Gel for Horses,https://www.kennyfuels.ie/product/pre-fuel-triple-pack-foran/
online:en:IE:79221,Utility Bar 380mm (15in),https://www.kennyfuels.ie/product/utility-bar-380mm-15in/
online:en:IE:79843,Combination Wood Auger Bit 10 x 200mm,https://www.kennyfuels.ie/product/combination-wood-auger-bit-10-x-200mm/
online:en:IE:80596,DEWDT2209QZ XPC HCS Wood Jigsaw Blades Pack of 5 T101D,https://www.kennyfuels.ie/product/dewdt2209qz-xpc-hcs-wood-jigsaw-blades-pack-of-5-t101d/
online:en:IE:78989,"Claw Hammer, Wooden Handle 450g (16oz)",https://www.kennyfuels.ie/product/claw-hammer-wooden-handle-450g-16oz/
online:en:IE:79213,Wrecking Bar 450mm (18in),https://www.kennyfuels.ie/product/wrecking-bar-450mm-18in/
online:en:IE:79865,Screwsink No.12,https://www.kennyfuels.ie/product/screwsink-no-12/
online:en:IE:49575,Box of 500G Rockman HD XHP 260 Blue Grease,https://www.kennyfuels.ie/product/500g-rockman-hd-xhp-260-blue-grease/
online:en:IE:79109,Retractable Blade Utility Knife,https://www.kennyfuels.ie/product/retractable-blade-utility-knife/
online:en:IE:79575,M18 BSX-0 Heavy-Duty SAWZALL 18V Bare Unit,https://www.kennyfuels.ie/product/m18-bsx-0-heavy-duty-sawzall-18v-bare-unit/
online:en:IE:80483,DEWDT10302QZ ELITE Series Framing Circular Saw Blade 184 x 16mm x 24T,https://www.kennyfuels.ie/product/dewdt10302qz-elite-series-framing-circular-saw-blade-184-x-16mm-x-24t/
online:en:IE:79101,100-500V Large Professional Phase Tester 190mm,https://www.kennyfuels.ie/product/100-500v-large-professional-phase-tester-190mm/
online:en:IE:79250,Fence Post Shaper 75mm,https://www.kennyfuels.ie/product/fence-post-shaper-75mm/
online:en:IE:79689,FAIMFW68 Faithfull 68mm Flush Cut Wood Blade Side Set,https://www.kennyfuels.ie/product/multi-function-tool-crv-flush-cut-wood-blade-side-set-68mm/
online:en:IE:79668,FAIJBT118B FAITHFULL JIGSAW BLADES (5) METAL T118B,https://www.kennyfuels.ie/product/metal-cutting-jigsaw-blades-pack-of-5/
online:en:IE:90213,KET257189N KETER Pro Gear 28in Mobile JobBox,https://www.kennyfuels.ie/product/keter-pro-gear-28in-mobile-jobbox/
online:en:IE:80580,DEWDT2057QZ HCS Progressor Tooth Jigsaw Blades Pack of 5 T234X,https://www.kennyfuels.ie/product/dewdt2057qz-hcs-progressor-tooth-jigsaw-blades-pack-of-5-t234x/
online:en:IE:79617,FAIRB41- Faithfull Router Bit TCT Round Over 15.8mm x 9.5mm,https://www.kennyfuels.ie/product/router-bit-tct-rounding-over-15-8mm-x-9-5mm-1-4in-shank/
online:en:IE:73998,"Mini Shovel, Round Point",https://www.kennyfuels.ie/product/mini-shovel-round-point/
online:en:IE:100043,Gastro Prep 20kg Equine Products Ireland,https://www.kennyfuels.ie/product/gastro-prep-20kg-copy/
online:en:IE:80357,"BAH111MSET12 Chrome Polished Combination Spanner Set, 12 Piece",https://www.kennyfuels.ie/product/bah111mset12-chrome-polished-combination-spanner-set-12-piece/
online:en:IE:79661,FAIJBT101DP FAITHFULL JIGSAW BLADES (5) WOOD T101DP,https://www.kennyfuels.ie/product/wood-jigsaw-blades-pack-of-5-2/
online:en:IE:79111,Metal Pole Sander 225 x 82mm (9 x 3.1/4in),https://www.kennyfuels.ie/product/metal-pole-sander-225-x-82mm-9-x-3-1-4in/
online:en:IE:80600,DEWDT2290 HCS Wood Jigsaw Blades Variety Pack of 10,https://www.kennyfuels.ie/product/dewdt2290-hcs-wood-jigsaw-blades-variety-pack-of-10/
online:en:IE:78820,Straight External Circlip Pliers 175mm (7in),https://www.kennyfuels.ie/product/straight-external-circlip-pliers-175mm-7in/
online:en:IE:81165,TAL43605 Flexible Petrol Can Nozzle,https://www.kennyfuels.ie/product/tal43605-flexible-petrol-can-nozzle/
online:en:IE:109438,Plusvital Neutragast Pellets 1.5kg,https://www.kennyfuels.ie/product/plusvital-neutragast-pellets-1-5kg/
online:en:IE:80168,FatMax PRO-STACK Clipboard,https://www.kennyfuels.ie/product/fatmax-pro-stack-clipboard/
online:en:IE:33349,Castrol CRB 15w/40 208 LTR,https://www.kennyfuels.ie/product/castrol-crb-15w-40-208-ltr/
online:en:IE:79848,Combination Wood Auger Bit 25 x 200mm,https://www.kennyfuels.ie/product/combination-wood-auger-bit-25-x-200mm/
online:en:IE:79569,M12 BI Sub-Compact Inflator 12V Bare Unit,https://www.kennyfuels.ie/product/m12-bi-sub-compact-inflator-12v-bare-unit/
online:en:IE:74097,Omega Oil 5L Equine Products Ireland - 1x drum,https://www.kennyfuels.ie/product/omega-oil-5l/?attribute_quantity=1x+drum
online:en:IE:47980,Bloom & Grow Multi Purpose Compost 56lt - 3,https://www.kennyfuels.ie/product/bloom-grow-multi-purpose-compost-56lt/?attribute_quantity=3
online:en:IE:73305,Tonne Bag Peat Free Compost,https://www.kennyfuels.ie/product/tonne-bag-peat-free-compost/
online:en:IE:69171,9000V Vertical Tank Superblack Potable,https://www.kennyfuels.ie/product/9000v-vertical-tank-superblack-potable/
online:en:IE:79016,Big Blade Floor Scraper 300mm,https://www.kennyfuels.ie/product/big-blade-floor-scraper-300mm/
online:en:IE:79127,10RC Straight Jaw Locking Pliers 254mm (10in),https://www.kennyfuels.ie/product/10rc-straight-jaw-locking-pliers-254mm-10in/
online:en:IE:81099,FAIZ25460 TCT Circular Saw Blade 254 x 30mm x 60T POS,https://www.kennyfuels.ie/product/faiz25460-tct-circular-saw-blade-254-x-30mm-x-60t-pos/
online:en:IE:80064,DHT046031 DEWALT 7IN SQUARE,https://www.kennyfuels.ie/product/rafter-layout-square-7in/
online:en:IE:81151,TAL50357 Gauging Trowel 7in,https://www.kennyfuels.ie/product/tal50357-gauging-trowel-7in/
online:en:IE:79654,FAIJBT101B FAITHFULL JIGSAW BLADES (5) WOOD T101B,https://www.kennyfuels.ie/product/wood-jigsaw-blades-pack-of-5-t101b/
online:en:IE:78993,Spring Tin Snips 250mm (10in),https://www.kennyfuels.ie/product/spring-tin-snips-250mm-10in/
online:en:IE:80382,BAH812012 Swivel Head Ratchet 1/2in Drive,https://www.kennyfuels.ie/product/bah812012-swivel-head-ratchet-1-2in-drive/
online:en:IE:73990,"Square Shovel, Long Handle",https://www.kennyfuels.ie/product/square-shovel-long-handle/
online:en:IE:78818,Automatic PVC Pipe Cutter 42mm,https://www.kennyfuels.ie/product/automatic-pvc-pipe-cutter-42mm/
online:en:IE:89618,DEWDCS691X2 DCS691X2 XR FlexVolt Cut Off Saw 230mm 54V 2 x 9.0Ah Li-ion,https://www.kennyfuels.ie/product/dcs691x2-xr-flexvolt-cut-off-saw-230mm-54v/
online:en:IE:80822,SCAFWVIPER11 Viper SBP Safety Boots UK 11 EUR 46,https://www.kennyfuels.ie/product/scafwviper11-viper-sbp-safety-boots-uk-11-eur-46/
online:en:IE:80735,"DEWDT70751QZ DT70751 Extreme Flat Bit Set, 9 Piece",https://www.kennyfuels.ie/product/dewdt70751qz-dt70751-extreme-flat-bit-set-9-piece/
online:en:IE:79139,High Leverage Combination Pliers 200mm (8in),https://www.kennyfuels.ie/product/high-leverage-combination-pliers-200mm-8in/
online:en:IE:80068,DHT010261 DEWALT FOLDING LOCKING RETRACTABLE KNIFE,https://www.kennyfuels.ie/product/folding-retractable-auto-load-utility-knife/
online:en:IE:33530,Q8 T2200 Back End 10W-30 (20ltr),https://www.kennyfuels.ie/product/q8-t2200-back-end-10w30-20ltr/
online:en:IE:79211,Gorilla Bar 1.2m (48in),https://www.kennyfuels.ie/product/gorilla-bar-1-2m-48in/
online:en:IE:74031,THE BIG MUTT PRO Multipurpose Demolition Scraper - Fibreglass,https://www.kennyfuels.ie/product/the-big-mutt-pro-multipurpose-demolition-scraper-fibreglass/
online:en:IE:79246,Heavy-Duty Scrub Brush Soft Grip 200mm (8in) NO Handle,https://www.kennyfuels.ie/product/heavy-duty-scrub-brush-soft-grip-200mm-8in-no-handle/
online:en:IE:90307,DEWDCL050 DCL050 XR LED Work Light 18V Bare Unit,https://www.kennyfuels.ie/product/dewdcl050-dcl050-xr-led-work-light-18v-bare-unit/
online:en:IE:79108,691 Aluminium Level 120cm,https://www.kennyfuels.ie/product/691-aluminium-level-120cm/
online:en:IE:79691,FAIMFW68G Faithfull 68mm Flush Fast Cut Wood Ground Set,https://www.kennyfuels.ie/product/multi-function-tool-crv-flush-fast-cut-wood-ground-side-set-68mm/
online:en:IE:79198,Quick-Change Medium-Duty Bar Clamp 300mm (12in),https://www.kennyfuels.ie/product/quick-change-medium-duty-bar-clamp-300mm-12in/
online:en:IE:46477,14KG Gaslight Forklift ( Collection Only) - 2,https://www.kennyfuels.ie/product/14kg-gaslight-for-forklift-collection-only/?attribute_collection-only=2
online:en:IE:79595,FAIRB215 - Faithfull Router Bit TCT Two Flute 19.0 x 25mm,https://www.kennyfuels.ie/product/router-bit-tct-two-flute-19-0-x-25mm-1-4in-shank/
online:en:IE:78737,Pro Combination Pliers 200mm (8in),https://www.kennyfuels.ie/product/pro-combination-pliers-200mm-8in/
online:en:IE:78808,Heavy-Duty Aluminium Rafter Square 175mm (7in),https://www.kennyfuels.ie/product/heavy-duty-aluminium-rafter-square-175mm-7in/
online:en:IE:90255,STA181337 Essential Metal Sawhorses (Twin Pack),https://www.kennyfuels.ie/product/sta181337-essential-metal-sawhorses-twin-pack/
online:en:IE:80349,BAHSB111M19 SB111 Combination Spanner 19mm,https://www.kennyfuels.ie/product/bahsb111m19-sb111-combination-spanner-19mm/
online:en:IE:48141,Easy Gas Enermix 5 20L - Without an Empty Cylinder,https://www.kennyfuels.ie/product/easy-gas-enermix-5-20l/?attribute_cylinder-to-return=Without+an+Empty+Cylinder
online:en:IE:74354,Plusvital Carron Oil 5L & 20L - 20L,https://www.kennyfuels.ie/product/plusvital-carron-oil/?attribute_size=20L
online:en:IE:79884,Sabre Saw Blade Metal 150mm 18 TPI (Pack of 5),https://www.kennyfuels.ie/product/79884/
online:en:IE:79114,Bi-Material Wood Chisel 6mm,https://www.kennyfuels.ie/product/bi-material-wood-chisel-6mm/
